numero;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Z_CostContact;Z_Revenue;Response;user_id
3710;1960;2nCycle;Divorced;39684.0;0;1;12-10-12;41;19;0;35;6;4;17;2;2;1;2;7;0;0;0;0;0;1;3;11;1;578
7627;1940;Basic;Widow;92163.0;2;1;12-12-12;25;817;183;797;106;163;20;0;5;11;5;2;0;0;1;1;0;0;3;11;1;579
4501;1960;Basic;Together;69882.0;1;2;10-11-13;94;292;127;635;132;127;165;1;3;7;9;1;0;0;0;0;0;0;3;11;0;580
6424;1980;2nCycle;Divorced;33178.0;2;2;30-01-14;9;12;6;2;11;2;16;1;1;0;3;4;0;0;0;0;0;0;3;11;0;581
3075;1940;2nCycle;Married;59973.0;2;0;11-09-13;47;130;30;168;20;34;0;1;3;4;7;1;0;0;0;0;0;0;3;11;0;582
4992;1970;Master;Single;17459.0;0;1;19-09-13;12;6;4;16;3;10;30;3;3;1;2;7;0;0;0;0;0;0;3;11;1;583
5252;1950;Basic;Together;23910.0;1;2;26-10-12;80;16;12;18;7;1;13;1;2;0;3;7;0;0;0;0;0;0;3;11;0;584
7444;1990;Basic;Together;42169.0;2;1;19-10-13;20;19;0;9;0;0;2;2;1;0;3;8;0;0;0;0;0;0;3;11;0;585
6919;1940;PhD;Single;26224.0;0;0;04-06-13;39;4;7;15;13;9;15;3;2;1;3;6;0;0;0;0;0;0;3;11;0;586
3537;1940;Graduation;Married;31089.0;1;0;17-08-12;57;31;3;31;2;8;4;3;3;0;4;8;0;0;0;0;0;0;3;11;0;587
10277;1970;Graduation;Single;30081.0;0;2;21-02-13;27;36;0;2;0;0;4;1;1;0;3;7;0;0;0;0;0;0;3;11;0;588
2453;1940;Master;Married;62807.0;0;2;31-08-12;83;526;28;135;10;21;99;3;5;3;12;5;0;0;0;0;0;0;3;11;0;589
7972;1940;2nCycle;Together;72906.0;1;1;17-09-13;79;400;32;519;71;75;54;1;3;4;9;1;0;0;0;0;0;0;3;11;0;590
895;1970;Master;Together;61467.0;1;0;09-12-12;69;410;16;114;0;5;49;3;5;2;10;5;0;0;0;0;0;0;3;11;0;591
1177;1990;Basic;Married;49618.0;1;1;26-01-13;77;80;3;26;4;2;14;4;3;1;3;7;0;0;0;0;0;0;3;11;0;592
7141;1950;PhD;Single;21888.0;1;0;29-12-12;15;88;10;46;2;3;64;4;5;1;2;10;0;0;0;0;0;0;3;11;1;593
7232;1970;2nCycle;Widow;42429.0;0;2;11-02-14;99;55;0;6;2;0;4;2;1;1;3;5;0;0;0;0;0;0;3;11;0;594
8477;1950;Graduation;Married;26150.0;1;0;11-03-13;61;5;1;13;3;5;1;1;1;0;3;7;0;0;0;0;0;0;3;11;0;595
2457;1990;Basic;Divorced;30801.0;1;1;26-10-12;23;8;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;0;3;11;0;596
988;1970;2nCycle;Widow;81168.0;1;1;07-05-14;84;410;0;592;147;22;22;1;6;4;7;3;0;0;0;1;0;0;3;11;0;597
7930;1940;Graduation;Divorced;26877.0;1;1;19-08-13;74;101;13;76;20;18;40;2;3;1;6;6;0;0;0;0;0;0;3;11;0;598
4587;1940;Master;Single;45006.0;2;1;18-07-13;90;162;25;53;16;0;10;1;3;1;7;3;0;0;0;0;0;0;3;11;0;599
6682;1980;2nCycle;Married;18978.0;2;1;11-12-12;41;2;8;1;4;7;15;1;1;0;3;8;0;0;0;0;0;0;3;11;0;600
6222;1960;Basic;Widow;22574.0;0;1;28-10-13;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;0;3;11;0;601
10299;1940;Basic;Divorced;48240.0;0;2;09-11-12;73;389;91;248;64;49;41;3;6;3;13;5;0;0;0;0;0;0;3;11;1;602
3083;1950;Master;Married;45837.0;2;1;26-07-13;88;215;13;87;17;17;24;5;6;2;5;7;0;0;0;0;0;0;3;11;0;603
8953;1950;Graduation;Together;35791.0;1;1;06-05-13;94;27;0;5;0;0;3;2;1;0;3;8;0;0;0;0;0;0;3;11;0;604
1503;1980;2nCycle;Widow;162397.0;2;1;03-06-13;31;85;1;16;2;1;2;0;0;0;1;1;0;0;0;0;0;0;3;11;0;605
8650;1980;Master;Single;54162.0;0;1;18-03-13;31;5;6;10;6;5;10;1;1;0;3;4;0;0;0;0;0;0;3;11;0;606
10862;1990;Master;Widow;30522.0;0;2;17-08-12;6;179;8;83;19;11;26;5;1;2;9;2;0;0;0;0;0;0;3;11;0;607
2782;1990;Basic;Together;54456.0;0;2;11-07-13;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;3;11;0;608
6941;1940;2nCycle;Together;31632.0;1;0;14-07-13;92;17;8;12;11;15;32;1;2;1;2;7;0;0;0;0;0;0;3;11;0;609
10972;1940;Master;Widow;72298.0;2;0;10-03-14;52;625;35;169;58;17;35;1;4;3;6;1;0;1;1;0;0;0;3;11;0;610
10708;1940;Master;Married;36975.0;2;2;28-12-13;50;10;6;11;0;4;2;1;1;0;3;7;0;0;0;0;0;0;3;11;0;611
6583;1990;Master;Together;72635.0;1;1;03-06-13;54;390;22;323;104;35;107;1;6;8;6;3;0;0;0;1;0;0;3;11;0;612
3641;1970;2nCycle;Single;13624.0;1;1;20-01-13;93;10;2;15;2;1;6;2;2;0;3;6;0;0;0;0;0;0;3;11;0;613
10156;1940;PhD;Widow;84196.0;1;2;03-06-13;56;215;63;507;231;31;190;1;8;4;7;3;0;0;0;0;0;0;3;11;0;614
4299;1960;2nCycle;Divorced;70971.0;1;2;21-09-12;28;1001;17;572;93;125;17;7;11;11;5;7;0;0;0;0;0;0;3;11;1;615
3469;1960;2nCycle;Married;34487.0;2;2;06-09-12;94;19;18;33;24;1;8;3;3;0;3;9;0;0;0;0;0;0;3;11;0;616
5063;1980;Basic;Single;28769.0;2;1;18-12-12;76;41;5;129;10;3;3;3;4;1;4;9;0;0;0;0;0;0;3;11;0;617
10727;1970;Master;Single;69084.0;0;2;19-11-13;43;1181;107;199;39;30;30;2;7;3;13;8;0;0;0;0;0;0;3;11;0;618
9624;1940;Master;Widow;65488.0;1;2;13-06-14;46;603;45;207;36;18;54;1;3;4;6;1;0;0;0;0;0;0;3;11;0;619
5156;1990;PhD;Widow;62466.0;1;1;15-01-14;13;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;0;3;11;0;620
4376;1940;2nCycle;Divorced;32218.0;2;2;15-02-14;27;10;24;15;13;1;30;1;2;1;3;7;1;0;0;0;0;0;3;11;1;621
8923;1950;PhD;Divorced;83917.0;0;2;18-04-13;12;514;22;732;42;198;79;1;6;7;7;3;0;0;0;0;0;0;3;11;1;622
8461;1970;PhD;Together;46102.0;1;0;10-03-14;3;14;0;1;0;0;1;1;1;0;2;7;0;0;0;0;0;0;3;11;0;623
6945;1940;Master;Divorced;84574.0;2;2;04-06-13;72;387;20;713;38;54;163;1;9;11;11;5;0;0;0;0;0;0;3;11;0;624
944;1940;Master;Married;56181.0;1;1;08-01-13;6;121;103;69;8;44;48;1;4;2;7;4;0;0;0;0;0;0;3;11;0;625
1907;1980;PhD;Widow;63120.0;2;1;28-09-12;53;965;69;279;54;41;69;5;8;4;9;7;0;0;0;0;0;0;3;11;1;626
701;1980;Basic;Divorced;73691.0;1;2;06-11-13;58;707;21;250;85;43;73;2;6;2;8;2;1;0;0;0;0;0;3;11;0;627
3856;1990;PhD;Married;63381.0;0;2;05-10-12;78;571;50;142;33;50;159;4;4;5;13;2;0;0;0;0;0;0;3;11;0;628
4149;1950;Master;Divorced;76140.0;0;1;13-05-14;57;586;66;653;17;0;26;1;5;9;6;2;0;0;0;0;0;0;3;11;0;629
2131;1940;Graduation;Divorced;62859.0;2;1;30-12-12;37;1063;89;102;16;12;25;4;9;4;6;6;0;0;0;0;0;0;3;11;0;630
2942;1940;Graduation;Together;45906.0;1;1;07-05-13;20;305;3;27;4;3;144;2;5;4;4;5;1;0;0;0;0;0;3;11;0;631
1173;1960;Basic;Married;77632.0;1;1;10-03-13;73;1200;105;758;0;42;147;1;4;2;6;2;0;1;1;0;0;0;3;11;1;632
4381;1950;Master;Together;46463.0;2;0;18-08-13;56;163;2;40;8;11;11;7;3;1;6;6;0;0;0;0;0;0;3;11;0;633
4611;1950;2nCycle;Single;105471.0;0;0;21-01-13;36;1009;181;104;202;21;207;0;9;8;13;3;0;0;1;1;0;0;3;11;1;634
3376;1980;2nCycle;Single;55282.0;1;2;13-12-13;9;125;6;73;8;4;19;1;3;1;6;4;0;0;0;0;0;0;3;11;0;635
4679;1950;Master;Widow;78710.0;1;0;23-05-14;42;721;0;152;119;50;50;3;7;6;12;4;0;0;0;0;0;0;3;11;0;636
10928;1970;PhD;Married;66886.0;1;0;16-09-13;28;315;4;62;41;31;146;2;7;1;7;5;0;0;0;0;0;0;3;11;0;637
4248;1960;Basic;Widow;98777.0;0;1;17-02-14;23;1000;19;711;125;115;38;0;4;6;9;1;0;1;0;0;0;0;3;11;0;638
6728;1990;Basic;Divorced;29103.0;1;2;27-08-12;38;16;0;17;6;3;6;2;1;0;3;9;0;0;0;0;0;0;3;11;0;639
6661;1980;Master;Widow;67445.0;0;1;12-08-12;63;757;80;217;29;80;11;5;9;6;12;6;0;0;0;0;0;0;3;11;0;640
4725;1980;Graduation;Together;50616.0;1;0;13-04-14;71;30;2;25;0;1;9;1;1;1;4;2;0;0;0;0;0;0;3;11;0;641
3277;1960;Master;Widow;49431.0;0;2;03-08-12;9;219;3;100;26;0;17;2;7;1;5;8;0;0;0;0;0;0;3;11;0;642
5555;1980;Master;Together;153924.0;2;2;07-02-14;81;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;3;11;0;643
2564;1960;Graduation;Married;61278.0;0;1;04-01-14;87;111;3;28;2;6;15;2;3;1;4;6;0;0;0;0;0;0;3;11;0;644
946;1990;Basic;Widow;26490.0;1;2;22-09-12;92;45;47;52;21;20;25;2;3;1;5;6;0;0;0;0;0;0;3;11;0;645
3867;1950;PhD;Together;73059.0;1;1;31-08-13;36;410;112;420;0;82;71;1;9;3;13;4;0;0;0;0;0;0;3;11;0;646
6940;1970;Master;Widow;46734.0;0;0;21-10-13;86;100;1;39;6;1;76;4;3;2;3;6;1;0;0;0;0;0;3;11;0;647
55;1940;Basic;Together;56253.0;0;1;07-12-12;83;509;0;65;7;11;5;4;7;2;9;6;0;0;0;0;0;0;3;11;0;648
7093;1950;Master;Together;19986.0;2;1;14-11-13;74;3;6;5;0;2;6;1;0;0;3;7;0;0;0;0;0;0;3;11;0;649
5084;1990;Graduation;Single;58330.0;0;1;25-12-13;87;445;53;213;104;98;151;1;6;4;13;4;0;0;0;0;0;0;3;11;0;650
1777;1960;Master;Divorced;25965.0;1;2;07-09-12;29;2;2;11;41;7;11;1;2;0;3;8;0;0;0;0;0;0;3;11;0;651
8162;1960;Master;Divorced;14661.0;2;1;01-01-13;88;4;1;11;6;2;2;1;1;0;3;6;0;0;0;0;0;0;3;11;0;652
10826;1990;Graduation;Married;18690.0;0;0;28-12-12;77;6;1;7;23;4;19;1;1;1;2;8;0;0;0;0;0;0;3;11;0;653
8754;1990;Master;Single;45068.0;0;1;16-05-13;25;14;0;3;0;0;3;1;1;0;2;7;0;0;0;0;0;0;3;11;0;654
1987;1980;Graduation;Single;21063.0;2;0;25-09-13;34;1;10;11;19;3;15;2;2;0;3;6;0;0;0;0;0;0;3;11;0;655
11007;1990;2nCycle;Divorced;29187.0;2;2;09-05-13;43;26;0;6;0;0;2;1;1;0;3;8;0;0;0;0;0;0;3;11;0;656
7426;1960;2nCycle;Married;54690.0;1;2;07-11-13;76;111;16;37;7;9;18;3;3;1;5;3;0;0;0;0;0;0;3;11;0;657
9153;1950;PhD;Single;59304.0;1;1;29-07-13;81;418;61;428;80;51;10;3;7;8;10;5;0;0;0;0;0;0;3;11;0;658
10379;1940;2nCycle;Widow;59247.0;0;1;08-11-13;87;327;9;122;19;14;83;5;5;2;9;6;0;0;0;0;0;0;3;11;0;659
9204;1990;Basic;Widow;66731.0;1;2;12-09-12;33;371;159;194;58;106;141;4;4;3;6;3;0;0;0;0;0;0;3;11;0;660
3197;1990;PhD;Married;77353.0;1;1;16-12-13;38;275;59;107;69;101;59;2;6;4;8;4;0;0;0;0;0;0;3;11;0;661
2920;1940;PhD;Widow;52614.0;0;0;01-12-12;63;789;0;142;12;9;38;2;2;4;8;8;0;0;0;0;0;0;3;11;0;662
6961;1980;2nCycle;Single;26751.0;2;2;22-05-14;26;1;1;5;0;3;1;1;1;0;2;8;0;0;0;0;0;0;3;11;0;663
4673;1980;PhD;Divorced;81300.0;2;1;30-10-12;17;1004;12;145;32;12;36;3;10;3;5;5;0;0;0;1;0;0;3;11;1;664
9937;1970;Graduation;Divorced;70337.0;1;1;02-01-14;75;187;81;149;25;43;91;1;2;2;12;1;0;0;0;0;0;0;3;11;0;665
8779;1970;2nCycle;Divorced;36145.0;1;1;16-06-13;13;56;4;76;17;1;18;4;4;1;3;9;1;0;0;0;0;0;3;11;1;666
9596;1940;Graduation;Divorced;65295.0;2;1;23-12-13;19;365;32;117;34;110;6;1;3;3;13;2;0;0;0;0;0;0;3;11;0;667
2891;1960;Basic;Divorced;68118.0;0;0;18-10-13;51;595;23;123;10;23;154;2;8;9;4;6;0;0;0;0;0;0;3;11;0;668
4910;1970;Basic;Divorced;68743.0;0;2;30-08-12;81;1132;134;384;175;134;115;1;11;5;13;7;0;0;0;0;0;0;3;11;0;669
75;1970;2nCycle;Married;41039.0;1;1;25-07-13;32;34;11;137;179;61;45;1;8;1;5;8;0;0;0;0;0;0;3;11;0;670
10120;1950;Graduation;Widow;38946.0;0;0;24-10-13;84;116;6;82;6;6;41;2;3;1;6;5;0;0;0;0;0;0;3;11;0;671
6327;1950;Basic;Single;65777.0;0;0;19-12-13;87;565;32;435;28;32;54;1;2;8;6;1;0;0;0;0;0;0;3;11;0;672
10142;1960;PhD;Together;66476.0;1;0;07-03-13;99;372;18;126;47;48;78;2;5;2;11;4;0;0;0;0;0;0;3;11;0;673
9826;1970;Master;Together;86857.0;1;1;12-09-12;96;899;102;838;133;102;40;1;5;6;10;2;0;0;0;0;0;0;3;11;1;674
1501;1940;2nCycle;Single;160803.0;2;0;04-08-12;21;55;16;1622;17;3;4;15;0;28;1;0;0;0;0;0;0;0;3;11;0;675
10767;1970;Graduation;Married;77845.0;0;1;16-05-14;40;760;40;480;0;40;26;1;3;5;12;1;0;0;1;1;0;0;3;11;0;676
7279;1970;Master;Together;69476.0;1;2;30-09-13;3;260;86;559;63;9;67;1;4;6;4;2;0;0;0;0;0;0;3;11;0;677
7230;1990;2nCycle;Single;50611.0;0;0;04-10-12;98;459;0;24;6;0;4;6;4;5;7;6;0;1;0;0;0;0;3;11;1;678
143;1980;Basic;Married;61209.0;2;0;25-08-13;73;466;0;224;119;49;99;1;5;3;4;2;0;0;0;0;0;0;3;11;0;679
450;1970;2nCycle;Single;42315.0;0;0;12-07-13;90;67;15;80;17;11;80;3;1;4;4;3;0;0;0;0;0;0;3;11;0;680
9316;1950;Master;Divorced;13084.0;2;1;02-11-13;29;2;0;7;3;7;10;1;1;0;3;6;0;0;0;0;0;0;3;11;0;681
6379;1950;PhD;Together;47570.0;2;1;29-05-13;3;67;1;20;0;2;31;3;2;2;2;7;0;0;0;0;0;0;3;11;1;682
9239;1980;PhD;Together;61923.0;2;2;26-07-13;94;92;4;18;3;3;6;1;2;1;4;3;0;0;0;0;0;0;3;11;0;683
8315;1940;Basic;Single;34824.0;1;0;26-03-14;65;4;2;11;2;0;4;1;1;0;2;6;0;0;0;0;0;0;3;11;0;684
2868;1950;Basic;Married;26518.0;0;0;08-04-13;33;20;1;28;3;3;2;3;2;0;3;8;0;0;0;0;0;0;3;11;1;685
10888;1950;Basic;Together;45938.0;1;2;03-11-13;46;273;11;178;62;83;29;2;8;4;6;6;0;0;0;0;0;0;3;11;0;686
1277;1960;Master;Together;78468.0;2;2;09-04-14;29;434;22;388;104;22;34;1;10;7;10;4;0;0;0;1;0;0;3;11;0;687
9977;1990;Graduation;Divorced;78901.0;2;2;17-09-13;99;321;11;309;33;26;34;3;9;3;5;4;0;0;0;0;0;0;3;11;0;688
10196;1970;Basic;Widow;71427.0;0;1;12-03-14;26;212;123;177;15;64;23;2;8;2;8;4;0;0;0;0;0;0;3;11;0;689
6384;1960;Basic;Together;71022.0;1;0;11-02-14;30;909;12;278;0;12;242;3;5;2;11;8;1;0;0;0;0;0;3;11;0;690
8029;1960;Master;Divorced;90247.0;2;2;29-04-14;27;1184;32;352;21;16;16;1;3;4;7;1;0;1;1;1;0;0;3;11;1;691
968;1970;Master;Together;41335.0;1;1;26-12-13;24;112;19;21;16;14;5;3;4;1;4;7;0;0;0;0;0;0;3;11;0;692
6988;1960;Graduation;Together;71952.0;1;1;10-01-13;93;656;80;455;52;107;93;2;8;4;8;4;1;0;1;0;0;0;3;11;0;693
4472;1960;2nCycle;Divorced;35682.0;1;2;27-06-14;34;23;0;8;6;2;18;1;1;1;3;2;0;0;0;0;0;0;3;11;0;694
6991;1980;Graduation;Together;43185.0;0;0;10-04-13;88;537;6;42;16;6;30;2;9;3;6;8;0;0;0;0;0;0;3;11;0;695
3336;1990;PhD;Divorced;66375.0;0;1;21-11-13;96;712;0;45;0;0;191;3;2;4;5;7;1;0;0;0;0;0;3;11;0;696
4301;1940;Basic;Married;35178.0;2;2;10-01-13;10;23;1;13;2;2;18;1;1;1;2;7;1;0;0;0;0;0;3;11;1;697
1940;1950;Master;Single;25252.0;1;2;12-07-13;26;1;3;4;2;2;6;1;1;0;2;8;0;0;0;0;0;0;3;11;0;698
1272;1940;Graduation;Together;55250.0;2;0;21-10-12;49;664;58;83;32;0;66;4;7;5;10;5;0;0;0;0;0;0;3;11;0;699
1388;1990;PhD;Married;33249.0;0;0;20-02-13;11;6;10;21;19;14;42;2;2;1;3;6;0;0;0;0;0;0;3;11;0;700
1044;1950;2nCycle;Divorced;58398.0;0;2;14-05-13;44;299;5;201;21;21;49;3;5;4;8;4;0;0;0;0;0;0;3;11;0;701
6969;1960;2nCycle;Together;50272.0;0;1;07-08-13;75;99;13;66;43;8;4;3;4;1;5;7;0;0;0;0;0;0;3;11;0;702
10479;1960;Graduation;Divorced;76618.0;1;1;07-12-12;64;749;40;294;121;160;147;1;3;2;5;1;0;0;0;0;0;0;3;11;0;703
3619;1990;2nCycle;Widow;87305.0;0;0;23-09-12;19;345;25;501;63;138;80;1;5;3;8;2;0;0;1;0;0;0;3;11;1;704
1715;1960;Master;Widow;25851.0;1;1;11-02-13;45;9;4;18;7;5;5;2;2;0;3;7;0;0;0;0;0;0;3;11;0;705
10159;1940;Basic;Divorced;58710.0;2;1;31-03-13;77;440;81;368;0;122;174;6;11;5;9;6;0;0;0;0;0;0;3;11;0;706
1463;1980;Master;Divorced;45160.0;1;2;29-03-14;9;8;2;5;3;0;3;1;1;0;2;7;0;0;0;0;0;0;3;11;0;707
5114;1990;Master;Single;74806.0;2;0;19-12-12;1;670;9;249;0;28;9;2;5;4;5;4;0;0;0;0;0;0;3;11;0;708
4990;1960;Master;Divorced;59111.0;1;0;02-05-13;90;524;0;134;28;28;155;1;11;1;8;7;0;0;0;0;0;0;3;11;0;709
4329;1960;Master;Married;18988.0;1;1;23-05-14;43;6;0;6;2;1;1;2;1;0;3;7;0;0;0;0;0;0;3;11;0;710
10936;1960;PhD;Married;72190.0;2;0;13-02-13;79;597;166;597;172;166;249;1;5;6;4;3;0;0;0;0;0;0;3;11;0;711
4692;1950;Master;Married;7500.0;1;1;01-08-12;19;7;0;12;13;7;32;5;4;1;2;9;1;0;0;0;0;0;3;11;1;712
7212;1990;PhD;Married;44794.0;2;1;08-06-14;99;54;0;7;0;0;4;1;2;0;3;6;0;0;0;0;0;0;3;11;0;713
6086;1990;Graduation;Single;80395.0;2;2;23-11-13;62;445;25;706;80;76;48;1;6;5;12;2;0;0;0;1;0;0;3;11;0;714
437;1940;2nCycle;Widow;75012.0;0;2;25-01-14;41;294;142;218;164;58;151;1;3;8;11;1;0;0;0;0;0;0;3;11;0;715
11171;1960;PhD;Divorced;56962.0;0;1;11-10-13;60;292;3;77;10;3;26;7;6;3;5;7;0;0;0;0;0;0;3;11;0;716
11101;1970;Graduation;Single;89891.0;1;2;15-04-13;17;412;22;132;59;28;183;1;11;6;8;4;0;0;1;0;0;0;3;11;0;717
5329;1980;Master;Married;35946.0;0;1;27-09-13;24;8;0;3;0;0;0;1;0;0;3;5;0;0;0;0;0;0;3;11;0;718
610;1950;PhD;Together;53593.0;0;0;07-08-12;60;349;4;78;6;0;43;8;7;2;6;8;0;0;0;0;0;0;3;11;0;719
9384;1950;Graduation;Married;66373.0;0;2;12-06-13;57;328;9;124;12;24;109;7;4;2;10;3;0;0;0;0;0;0;3;11;0;720
5956;1990;Graduation;Married;45072.0;0;2;16-10-13;74;144;2;99;7;2;30;5;6;1;4;8;0;0;0;0;0;0;3;11;0;721
10430;1990;PhD;Married;89694.0;2;2;09-10-13;22;1126;28;211;37;28;42;3;4;3;4;5;0;1;1;1;0;0;3;11;0;722
7875;1950;2nCycle;Married;72025.0;2;2;29-04-14;46;967;0;617;43;50;0;1;4;8;13;2;0;1;1;1;0;0;3;11;1;723
7072;1960;Graduation;Together;67432.0;1;1;29-03-13;69;432;79;341;177;136;170;2;8;5;4;4;0;0;0;0;0;0;3;11;0;724
6255;1970;Master;Married;70545.0;1;0;03-06-14;29;138;39;63;55;18;21;1;4;1;7;2;0;0;0;0;0;0;3;11;0;725
6516;1990;2nCycle;Widow;17487.0;0;2;18-03-13;37;0;0;1;7;4;6;1;1;0;2;7;0;0;0;0;0;0;3;11;0;726
5564;1950;2nCycle;Single;62882.0;1;1;09-08-12;26;509;133;497;78;24;97;2;7;5;6;4;0;0;0;0;0;0;3;11;0;727
5682;1960;Graduation;Together;64108.0;0;2;23-03-13;8;948;10;86;13;21;21;4;6;9;11;5;0;0;0;0;0;0;3;11;0;728
7458;1940;Graduation;Widow;34941.0;2;2;06-03-13;26;39;2;25;4;3;24;2;3;0;3;8;0;0;0;0;0;0;3;11;0;729
5237;1950;Graduation;Together;48767.0;0;0;01-01-14;79;28;1;21;3;0;10;3;2;1;3;5;0;0;0;0;0;0;3;11;0;730
7761;1940;2nCycle;Widow;38702.0;0;1;01-08-13;71;13;11;24;13;8;40;2;3;0;4;6;0;0;0;0;0;0;3;11;0;731
5278;1960;2nCycle;Widow;82224.0;2;2;25-01-14;83;307;26;360;138;31;40;1;6;9;5;3;0;0;0;1;0;0;3;11;0;732
3560;1970;Basic;Married;83844.0;0;2;12-05-13;57;901;31;345;75;31;191;1;4;4;11;1;0;0;1;0;0;0;3;11;0;733
7235;1980;2nCycle;Divorced;17003.0;2;0;09-12-13;37;2;5;12;4;8;7;3;2;0;4;5;0;0;0;0;0;0;3;11;0;734
10548;1990;PhD;Widow;71163.0;0;1;09-03-14;30;283;17;372;138;106;44;1;3;8;12;1;0;0;0;0;0;0;3;11;0;735
2281;1960;PhD;Married;33697.0;0;0;15-09-13;34;4;3;7;0;3;11;1;1;0;2;7;1;0;0;0;0;0;3;11;0;736
4073;1980;Master;Married;63564.0;2;0;29-01-14;0;769;80;252;15;34;65;1;10;10;7;6;1;0;0;0;0;0;3;11;1;737
6974;1940;Graduation;Divorced;83443.0;0;0;31-12-13;89;518;42;742;55;56;84;1;6;10;5;2;0;0;0;0;0;0;3;11;0;738
7938;1940;Basic;Together;51518.0;2;1;03-10-13;92;350;8;66;17;4;4;2;3;2;10;3;0;0;0;0;0;0;3;11;0;739
7094;1960;Master;Single;58330.0;0;2;25-12-13;87;445;53;213;104;98;151;1;6;4;13;4;0;0;0;0;0;0;3;11;0;740
3667;1970;2nCycle;Married;80952.0;0;0;28-02-13;20;778;178;689;41;27;44;1;8;5;11;8;0;1;1;1;0;0;3;11;1;741
7723;1990;PhD;Divorced;75507.0;0;1;02-05-14;56;709;93;374;104;80;80;1;8;6;6;3;0;0;0;0;0;0;3;11;0;742
3870;1970;Graduation;Widow;63855.0;0;2;09-02-13;28;359;35;314;93;116;89;1;7;3;13;4;0;0;0;0;0;0;3;11;0;743
4012;1950;Master;Together;62220.0;1;2;11-08-12;55;799;12;375;16;12;12;5;7;6;5;6;0;0;0;0;0;0;3;11;1;744
5909;1990;Master;Widow;58512.0;0;1;19-09-13;25;895;10;101;13;0;152;5;3;4;8;8;0;0;0;0;0;0;3;11;0;745
10470;1990;2nCycle;Together;40662.0;0;2;15-03-13;0;40;2;23;0;4;23;2;2;1;3;4;0;0;0;0;0;0;3;11;0;746
6488;1970;Master;Married;38829.0;1;1;06-04-14;86;76;0;7;0;0;16;1;3;2;2;5;0;0;0;0;0;0;3;11;0;747
10270;1950;2nCycle;Divorced;35523.0;1;1;03-10-13;8;11;5;22;12;5;11;2;3;0;3;7;0;0;0;0;0;0;3;11;0;748
6887;1970;2nCycle;Married;79146.0;0;2;24-04-14;33;245;16;223;21;43;16;2;8;1;8;6;0;0;0;0;0;0;3;11;0;749
6406;1980;Basic;Together;78285.0;0;1;28-10-13;13;647;107;391;175;67;40;1;6;4;10;3;0;0;0;0;0;0;3;11;0;750
7573;1960;Basic;Divorced;31626.0;0;0;10-05-13;12;39;1;9;2;1;34;1;2;1;2;7;1;0;0;0;0;0;3;11;1;751
4508;1960;Master;Divorced;75127.0;0;0;22-05-14;92;203;35;305;46;17;227;1;2;11;5;1;0;0;0;0;0;0;3;11;0;752
221;1990;Master;Single;48726.0;2;2;27-04-13;90;138;3;38;4;0;59;3;3;2;4;6;0;0;0;0;0;0;3;11;0;753
5331;1970;Basic;Single;74985.0;1;1;11-09-12;8;587;51;898;247;0;86;1;3;6;7;2;0;0;0;0;0;0;3;11;0;754
1911;1960;2nCycle;Married;67430.0;2;2;05-09-12;6;595;97;291;127;133;121;1;11;5;12;6;0;0;0;0;0;0;3;11;0;755
20;1940;2nCycle;Widow;46891.0;1;0;01-09-13;91;43;12;23;29;15;61;1;2;1;4;4;0;0;0;0;0;0;3;11;0;756
8786;1990;PhD;Together;62058.0;2;0;26-05-13;52;301;7;74;10;0;58;4;6;1;7;6;0;0;0;0;0;0;3;11;0;757
10582;1970;Basic;Single;72063.0;1;0;03-07-13;3;180;32;348;76;32;90;2;5;2;12;2;0;0;0;0;0;0;3;11;0;758
1915;1980;Basic;Widow;78939.0;1;2;12-12-13;57;794;115;243;150;0;205;1;8;5;6;3;0;0;0;0;0;0;3;11;0;759
8897;1960;2nCycle;Married;42720.0;1;2;24-04-13;9;392;5;91;28;26;112;8;7;3;7;8;0;0;0;0;0;0;3;11;1;760
2371;1980;Graduation;Single;33622.0;1;0;13-04-13;22;39;1;22;3;4;12;3;2;0;4;7;0;0;0;0;0;0;3;11;0;761
4303;1970;Master;Divorced;6835.0;1;0;08-12-12;76;107;2;12;2;2;12;0;0;0;1;20;0;0;0;0;0;0;3;11;0;762
6825;1950;Basic;Together;41452.0;2;1;06-03-13;86;13;0;3;0;0;0;1;1;0;2;7;0;0;0;0;0;0;3;11;0;763
1072;1980;2nCycle;Married;40760.0;0;1;30-08-13;64;70;0;17;0;0;6;2;2;1;3;6;0;0;0;0;0;0;3;11;0;764
4964;1960;Basic;Single;74250.0;1;0;26-01-14;90;680;11;392;75;0;0;1;2;11;4;1;0;0;0;0;0;0;3;11;0;765
